,0
1367,200996.64604341477
1368,178727.87069136367
1369,220401.14263037936
1370,186436.47052497402
1371,218257.82870519414
1372,295531.64077656454
1373,212785.78016933956
1374,212757.09904878782
1375,195227.7004560412
1376,168267.9464290431
1377,145104.72469119073
1378,181809.6652946769
1379,195767.78792998937
1380,202099.3616903217
1381,213509.97432823156
1382,146412.45880696
1383,155745.8049861534
1384,121051.89738205288
1385,203923.59480388663
1386,195831.5086957599
1387,233269.33170553145
1388,208785.17193081992
1389,281039.57081633963
1390,232830.29681942088
1391,220325.2875646697
1392,217225.10904870962
1393,141611.7188457904
1394,189551.1732491179
1395,205315.0503119019
1396,194225.02459058445
1397,189618.7758195677
1398,132402.72086080475
1399,123715.87469419456
1400,145931.8928494109
1401,194106.57373172906
1402,122360.07802174253
1403,258837.90257441212
1404,145476.882370048
1405,160007.39532786908
1406,97126.81189871686
1407,129970.52641030587
1408,128552.18805041065
1409,172325.81397288266
1410,111922.97577286998
1411,74707.5489062991
1412,106721.54390005548
1413,153107.79719176493
1414,126161.0167127311
1415,151744.74550252015
1416,146389.22098566516
1417,165960.75028838252
1418,143579.88930129402
1419,118193.89868774178
1420,170582.59073782084
1421,167253.03113786792
1422,173232.4413270356
1423,189964.69091903642
1424,184574.73192942538
1425,204623.09173926042
1426,116038.19059540812
1427,131434.0752796809
1428,77683.09576939262
1429,88585.98283043182
1430,145384.10525822415
1431,75382.96922586903
1432,115658.36756376993
1433,76471.16533828988
1434,308555.8216889137
1435,300192.6376519908
1436,198630.80436336208
1437,177702.45578169147
1438,246559.97386435024
1439,157517.44712908656
1440,196085.34462124913
1441,177097.99383605458
1442,350952.4287776814
1443,318492.43103691685
1444,142691.3032111285
1445,195749.54219355102
1446,121303.79055412182
1447,122789.65641355816
1448,158043.9994597627
1449,79967.89871393454
1450,93452.17630545302
1451,143396.71544476962
1452,94763.5435800665
1453,86130.57492189767
1454,86076.07492189767
1455,93723.67672190456
1456,150639.70448475768
1457,119942.31417356344
1458,221909.68901094812
